Title,Company,Location,Post_Date,URL,Current Status,Source,Description
Multimedia Journalist/Reporter,Meredith Corporation,"Greenville, SC",2018-11-09 17:37:08,https://www.indeed.com/viewjob?jk=ca73b01c464ae083,NaN,indeed,"Job Title
Multimedia Journalist/Reporter

Job Description
WHNS-TV, a Meredith Corporation station, is in search of a Multimedia Journalist who researches, packages and brokers information about a news topic to the general public. This position develops, writes and reports daily news stories and events and presents information live or on tape. The Multimedia Journalist coordinates with assignment desk and producers. This position shoots, writes and edits (non-linear) stories in the field each day. The incumbent also runs a live truck when needed.

II. Weight % Accountabilities, Actions and Expected Measurable Results

65% Receives assignments and evaluates leads/tips to develop story ideas. Develops, shoots, writes, reports and edits video news stories from concept to finish. Researches and compiles information into a written story that is ready for on-air delivery. Generates story ideas, cultivates news sources and remains knowledgeable regarding places, events and people in the news. Shoots and edits video. Operates LiveU Backpack or equivalent. Posts stories on website.
15% Utilizes equipment such as satellite phones, cell phones, PDAs, landlines, laptops, fax machines or modems to transmit news stories or reports from remote locations.
10% Serves as community ambassador for the news department. Responds to concerns of viewers. Makes personal appearances on behalf of the station. Attends station sponsored promotion events as scheduled.
5% Maintains contacts within business community to report promptly on new or continuing events.
5% Provides daily story notes outlining ideas for future stories. Passes along facts uncovered concerning ongoing projects. Provides progress reports on story checks. Shares information relating to upcoming events, meetings or story developments. Presents stories via on air, live from the set, live remotes or live indoor locations.

III. Minimum Qualifications and Job Requirements | All must be met to be considered.
Education:
Bachelor’s degree in Broadcast Journalism, Communications or related field, or equivalent training and/or experience.
Experience:
2-3 years experience reporting in commercial television station.
Specific Knowledge, Skills and Abilities:
Must possess advanced understanding of legal and ethical issues impacting journalism.
Ability to combine words and pictures into informative and interesting news stories.
Advanced knowledge of the locale, governing bodies, demographics and public figures.
Ability to shoot stories (P2) and edit stories (Avid).
Ability to operate live truck.
Ability to perform quality work in high pressure deadline situations.
Must possess excellent verbal and written communication skills.
Must possess valid Driver’s License.



#LMG#"
Emerging Journalist Fellow,KCTS 9,"Seattle, WA",2018-11-09 17:37:00,https://www.indeed.com/viewjob?jk=5f11f0c5fc856cf4,NaN,indeed,"Provide informed, insightful coverage of the most pressing issues affecting the city of Seattle, the Puget Sound region and the Pacific Northwest; deliver a steady stream of clear, concise, conversational stories that inform, entertain and propel positive change.
Qualified applicants please apply here.
KEY JOB RESPONSIBILITIES
Participate in a one-week onboarding that acquaints the Fellow with the various parts of Cascade Public Media (CPM)
Be introduced to CPM’s Content Management System and undergo training on fact-checking
Be challenged to produce work on a range of scales, from newsy quick hits, breaking-news photography and short explainers to longer-term feature stories and interactives.
Writing Fellows will be expected to produce at least two deeply reported 800- to 1,600-word stories a month; the cadence of output for visual journalists will be slightly different, and to be determined in conjunction with the fellowship director. The quick-turnaround work will give Fellows practice working on deadline and a consistent feeling of accomplishment, while the longer-term work will allow them to dig into meatier, more meaningful topics.
Take part in occasional training sessions by staffers or visiting professionals
During the final month of the program, each Fellow will complete a “capstone” project that will bring together all of the lessons learned and tools acquired at CPM.
Fellowships will last six months with start dates of approximately July 1-15 or January 1-15
Other duties, responsibilities and activities may change or be assigned at any time with or without notice
EDUCATION AND EXPERIENCE
Bachelor’s Degree or equivalent experience required. Degree in Journalism or related field is preferred.
Demonstrated ability to digest complex information and communicate in it in a way that is engaging and understandable.
Excellent writing, photography or video skills. Some experience in newsroom or other setting regularly producing content preferred.
Demonstrated experience collaborating in a newsroom or other organizational setting.
Interest in storytelling and communications about people, communities and public policy.
Highest integrity and a commitment to journalistic standards.
Diligence in pursuing information is a must; experience with doing interviews and making public records requests are preferred.
Attention to detail.
Familiarity with collecting, analyzing and presenting data is a plus.
Ability to understand, relate to and communicate the perspectives of diverse communities, historically disadvantaged populations or economically marginalized communities or individuals. Experience living or working with diverse communities is highly desired. Fluency in a language other than English is a plus.
PHYSICAL REQUIREMENTS
Ability to view data on a computer screen for long periods of time
Ability to type on a keyboard for long periods of time
Ability to sit or stand for extended periods
Cascade Public Media is committed to building a team that represents a diversity of thought, experience and personal background.
Application deadline is November 25 at 11:59pm. Please note that late applications will not be considered."
Senior Data Journalist,Textio,"Seattle, WA 98104 (First Hill area)",2018-11-09 17:37:00,https://www.indeed.com/viewjob?jk=38e305b7cedab99a,NaN,indeed,"We believe that the future of writing is knowing who will respond to anything you write before you even publish it. Textio’s category-defining augmented writing platform is delighting customers, and we’re looking for a Senior Data Journalist with a strong sense of ownership to join our Seattle team.
You’ll start from a great foundation. We have a powerful brand, exceptional PR, and lots of great content. Best of all, Textio’s vast language data set allows our platform to discover fascinating narratives, and we love sharing them. All told, the Textio blog got hundreds of thousands of visitors last year. Our readership is executive, global, and growing fast. As more and more leaders realize that augmented writing is going to define enterprise technology over the next decade, there is a voracious appetite for data narratives about the way people are writing and talking.

If you’re a data-minded language person with a penchant for storytelling, there is no better content leadership job in the industry. (We know; we’ve read them all!)
What you'll be doing:
Plan, write, and collaborate on the narratives we tell, including building a rich, detailed, long-form writing discipline.
Own and create content for our Word Nerd blog from end to end, and tackle writing copy across multiple mediums.
Work with language data sets and turn data insights into compelling narratives.
Interview customers, industry leaders, and teammates across disciplines and tell their stories.
Cultivate a community of writers at Textio and among our customers, edit their work, and help them bring out their best work. Last year, more than half our company wrote for our blog.
Partner with our marketing team on brand-building opportunities and challenges. How can we maximize our social media influence? Make our emails land? Spread the word about augmented writing?
We’d love to hear from you if:
You’ve read our blog at https://textio.ai, and you love this kind of writing.
You know how to tell data stories for real people; your work speaks not only to data scientists and linguists, but to anyone.
You understand that the best data narratives are funny, fascinating, or both.
You have a background in linguistics, psychology, data journalism, or another social science, and/or you know how to use math to understand how language works and explain it to people.
You know how to make a story last across channels (social media, webinar, email marketing, etc.) and bring a testing mentality help us improve. You’re eager to prove that you can innovate by trying new tactics.
You are a superb communicator verbally and in writing—Textio stands for editorial quality, and you do too.
You ask smart questions and are an exceptional listener who can find the gem in a customer interview.
You understand that sometimes a great data visualization is worth a thousand words.
You are a disciplined self-starter who has the ability to juggle multiple, demanding initiatives concurrently.
You sweat the small stuff and keep SEO in mind.
You have a point of view but are low ego.
This is a leadership role on our growing brand team. Great writing about language data is a mainstay of what we do at Textio, and you’re just the right person to develop this discipline for us.

Textio embraces diversity and equal opportunity in a serious way. We are committed to building a team that represents a variety of backgrounds, perspectives, and skills. The more inclusive we are, the better our work will be. If there is anything we can do to create a more comfortable interview experience for you, please let us know.

Working at Textio is outstanding. Learn more about our philosophy, benefits, and team at https://textio.com/careers/. Reach out and share your story with us!"
Journalist – Financial Publishing,Initiative Recruitment Hong Kong Limited,Not Specified,2018-11-09 00:00:00,https://hk.jobsdb.com/hk/en/job/journalist-financial-publishing-100003006619352,NaN,jobsdb,"           Initiative Recruitment Hong Kong Limited    Initiative Recruitment is a Hong Kong-based professional recruitment company.  We specialise in the recruitment of sales, marketing and senior management professionals at the middle and senior levels.  We focus on positions in Hong Kong and work on roles around the region.  Our clients include local, regional and international employers from the commerce & industry and financial services sectors.     Journalist – Financial Publishing     09-Nov-18  jobsDB Ref. JHK100003006619352   Employer Ref. VL182361J      Tools    Save this Job      Share      Print this Job Ad      Report this Job       This international company is financial publishing group with a portfolio of titles, information services and events that deliver invaluable insight and intelligent content across a diversified platform of media solutions and channels.  An opening exists for a business or financial journalist to join the organization in Hong Kong and one of their specialist titles.In this role you will write news articles daily, find exclusive stories, managing CMS workflow, cover press events and build sources by engaging with Asia’s asset and wealth management community.  You will also attend events in Asia.Requirements - Degree in English, Journalism, Communications, or a related subject - Minimum of 2-3 years in business or financial journalism - Outgoing and engaging with excellent interpersonal skills - Skilled in the use of MS Excel and CMS platforms - Native written and spoken Putonghua; excellent command of written and spoken English
 To apply for this role, please submit your CV by clicking the ""Apply Now"" button below quoting reference VL182361J, or contact us on +852 3752 0515 for more information. Data collected is for recruitment purposes only.  Please visit www.initiative.com.hk for a full list of current vacancies.       APPLY NOW     jobsDB will send your application for review directly to  Initiative Recruitment Hong Kong Limited     "
Reporter (Part-Time),Tribune Media Company,"Salt Lake City, UT",2018-11-08 17:38:20,https://www.indeed.com/viewjob?jk=c1065e7896e18ddc,NaN,indeed,"Part-timeOverview
PT Freelance Reporter
KSTU Fox 13 News in beautiful Salt Lake City, Utah has an immediate opening for a part-time/freelance multi-media journalist.
Responsibilities
Responsibilities
This is a hybrid position where the employee will have opportunities to report in the field, be trained on producing content for newscasts and digital platforms, and will also train on the assignment desk.
We are looking for a competitive, up-and-coming journalist who brings ideas to the editorial meetings, knows how and where to curate news content, cultivates sources and “owns” social media. The ability to shoot, write and edit your own stories is highly desirable, but not required.
Candidates must be willing and able to work a wide range of schedules, including weekends.
Personal connections to Utah preferred. Fluency in Spanish is a plus.
Qualifications
Please provide a completed job application and link to a video containing examples of your recent TV experience as part of the application process.
PLEASE APPLY ONLINE AT: http://www.tribunemedia.com/careers/ and enter job #2018-48499 under keyword search.

Job posted by an EQUAL EMPLOYMENT OPPORTUNITY EMPLOYER

Due to the volume of applications received we will not be able to verify receipt of your resume or applications. A KSTU/Fox 13 representative will contact you for a phone or in-person interview, should your application be selected.

#TBMB
Company Info
Tribune Media Company (NYSE: TRCO) is home to a diverse portfolio of television and digital properties driven by quality news, entertainment, and sports programming. Tribune Media is comprised of Tribune Broadcasting's 42 owned or operated local television stations reaching more than 50 million households, national entertainment network WGN America, whose reach is approaching 80 million households, Tribune Studios, and a variety of digital applications and websites commanding 60 million monthly unique visitors online. Tribune Media also includes Chicago's WGN-AM and the national multicast networks Antenna TV and THIS TV. Additionally, the Company owns and manages a significant number of real estate properties across the U.S. and holds a variety of investments, including a 31% equity interest in TV Food Network and a 32% equity interest in CareerBuilder. For more information please visit http://www.tribunemedia.com."
Editorial Staff Writer,Outdoor Sportsman Group,"Tulsa, OK",2018-11-08 17:37:36,https://www.indeed.com/viewjob?jk=ecf7a1f532325945,NaN,indeed,"NOTICE OF OPENING: Major League Fishing
LOCATION: Tulsa, OK
CANDIDATE POOL: Internal/External Candidates
DEPARTMENT: Exec & Admin
REPORTS TO: Manager, Digital Editorial
APPLICATION DEADLINE: Until Filled


POSITION DESCRIPTION:
Major League Fishing (MLF) is seeking a motivated individual for the position of Editorial Staff Writer. This person will work alongside a creative team, including a Digital Content Editor, Social Media Specialist, and Manager of Digital Editorial to create content for MajorLeagueFishing.com and make sure MLF has a strong presence online, across all platforms.

MLF is a fast-paced and exciting company that allows individuals to show off their creative skills and take their talents to the next level. We are looking for a creative writer who lives to tell stories about professional anglers and the bass fishing industry. The ideal candidate is full of energy and upbeat. This is a full-time position based in Tulsa, Oklahoma.

MINIMUM POSITION RESPONSIBILITIES:

Will produce a variety of articles about Major League Fishing, the league’s professional anglers, and other related news in the bass fishing industry.
Will be responsible for staying on top of the latest news and trends in bass fishing industry and will consistently come up with original story ideas that interest MLF fans.
Will become an expert on Major League Fishing events, and the difference between the various competitions (Cup events, Bass Pro Tour events, Championships).
Build a positive, professional relationship with MLF Pros and other influential figures in the bass fishing industry.
Interview a variety of people both in person and over the phone, asking appropriate questions that generate interesting and meaningful quotes that will translate into engaging articles.
Will need to know the ins and outs of the CMS (content management system) for the MajorLeagueFishing.com, the MLF App, and know how to publish articles when needed.
Provide continuous communication to the Digital Content Team regarding ongoing projects and competitions.
Review all content with a critical eye before it is submitted for publication, looking for spelling/grammar errors and editing mistakes in copy.
Understand SEO initiatives to help MLF articles appear in related searches.
Apply high-level creative and journalistic skills in producing and editing stories.
Work to meet aggressive editorial goals as dictated by the editorial calendar.
Travel and working on weekends may be required.
MINIMUM POSITION QUALIFICATIONS:

Knowledge of the professional bass fishing industry preferred, not required.
Excellent verbal and written communications skills are required.
Ability to enterprise stories and capture readers’ attention.
Willingness to make the most out of every assignment.
Experience with Content Management Systems.
Basic knowledge of HTML5 preferred, not required.
Bachelor’s Degree in journalism, communications, a related field, or equivalent experience.
Professional experience as a writer, journalist, editor, producer or a related field.
High level of attention to detail.
Ability to multitask, prioritize and contribute to multiple projects simultaneously.
Strong time-management skills and the ability to meet tight deadlines.
Proficiency with Adobe Creative Cloud and Microsoft Office applications preferred, not required.
Proficient interpersonal skills both in person and by phone."
Reporter / Multimedia Journalist,Meredith Corporation,"Greenville, SC",2018-11-08 17:37:08,https://www.indeed.com/viewjob?jk=a48df2724b3dd26f,NaN,indeed,"Job Title
Reporter / Multimedia Journalist

Job Description
WHNS-TV, a Meredith Corporation station, is in search of a Reporter/Multimedia Journalist. The Multimedia Journalist researches, packages and brokers information about a news topic to the general public. This position develops, writes and reports daily news stories and events and presents information live or on tape. The Multimedia Journalist coordinates with assignment desk and producers. This position shoots, writes and edits (non-linear) stories in the field each day. The incumbent also operates a LiveU backpack (or equivalent).
Essential Job Functions
Accountabilities, Actions and Expected Measurable Results
65% Receives assignments and evaluates leads/tips to develop story ideas. Develops, shoots, writes, reports and edits video news stories from concept to finish. Researches and compiles information into a written story that is ready for on-air delivery. Generates story ideas, cultivates news sources and remains knowledgeable regarding places, events and people in the news. Shoots and edits video. Operates a LiveU backpack (or equivalent). Posts stories on website.
15% Utilizes equipment such as satellite phones, cell phones, PDAs, landlines, laptops, fax machines or modems to transmit news stories or reports from remote locations.
10% Serves as community ambassador for the news department. Responds to concerns of viewers. Makes personal appearances on behalf of the station. Attends station sponsored promotion events as scheduled.
5% Maintains contacts within business community to report promptly on new or continuing events.
5% Provides daily story notes outlining ideas for future stories. Passes along facts uncovered concerning ongoing projects. Provides progress reports on story checks. Shares information relating to upcoming events, meetings or story developments. Presents stories via on air, live from the set, live remotes or live indoor locations.

Minimum Qualifications and Job Requirements | All must be met to be considered.
Education
Bachelor’s degree in Broadcast Journalism, Communications or related field, or equivalent training and/or experience.
Experience:
2-3 years experience reporting in commercial television station.

Specific Knowledge, Skills and Abilities
Must possess advanced understanding of legal and ethical issues impacting journalism.
Ability to combine words and pictures into informative and interesting news stories.
Advanced knowledge of the locale, governing bodies, demographics and public figures.
Ability to shoot stories (P2) and edit stories (Avid).
Ability to operate LiveU backpack (or equivalent)
Ability to perform quality work in high pressure deadline situations.
Must possess excellent verbal and written communication skills.
Must possess valid Driver’s License and meet fleet safety and driver requirements.



#LMG#"
News Content Producer - WMAQ,NBCUniversal,"Chicago, IL",2018-11-07 17:39:52,https://www.indeed.com/viewjob?jk=1b0d2f2243acc227,NaN,indeed,"Desired: PhotographyBilingualWMAQ-TV, NBC Chicago has an opportunity to work in our highly-regarded Newsroom producing engaging news stories for broadcast. Here you will:

Work closely with the Platform Managers, DayPart Managers and Assignment Editors, as well as Reporters and Anchors to create high-quality and informative news stories with integrity and facts.
Shoot stories in the field, desktop edit, write and produce news stories for air. Gather content for all of WMAQ-TV’s news platforms, including but not limited to Out-of-Home, web and on-air broadcast.
Responsible for the overall coverage of assigned stories for all platforms throughout the day.
Expected to initialize, develop and produce news stories for news segment, as well as longer news pieces for air or specials.
Participate in editorial planning sessions and provide creative story ideas.
Add content to our digital and social platforms in conjunction with our dedicated digital content team.
Qualifications/Requirements
We are looking for an individual who will bring a strong sense of story and compelling visual style with a Bachelor’s degree (or higher). In addition:

Minimum 4 years of experience with News writing, producing, and desktop editing across multiple platforms and social media
Minimum 1 year of experience in News field photography for newsgathering and News production
Must be willing and able to work overnight shift, weekends, longer hours and varying shifts as assigned and when necessary to meet production and broadcast deadlines

To qualify you must:
Have unrestricted work authorization to work in the United States
Be willing to work in Chicago, IL
Submit a resume/CV through www.nbcunicareers.com to be considered for this position
Desired Characteristics
At NBC we love to have diversity at the work place and encourage our employees to have a variety of skills. We would highly value if you are:

Able to cultivate new information from outside sources to generate creative story ideas and gather reliable information for news content
Exceptional writer, producer, analytical and organizational skills
Knowledgeable in navigating the Internet, Nexis and other research databases
Able to make sound news decisions as they relate to news production under continual deadlines
Able to excel and be productive within a fast-paced and multi-cultural news team environment
Strong journalist skills
Fluency in Spanish and English (written and verbal)
Sub-BusinessNBCUOTS - WMAQ
Career Level
Experienced
CityChicago
State/Province
Illinois
CountryUnited States
About Us
At NBCUniversal, we believe in the talent of our people. It’s our passion and commitment to excellence that drives NBCU’s vast portfolio of brands to succeed. From broadcast and cable networks, news and sports platforms, to film, world-renowned theme parks and a diverse suite of digital properties, we take pride in all that we do and all that we represent. It’s what makes us uniquely NBCU. Here you can create the extraordinary. Join us.
Notices
NBCUniversal’s policy is to provide equal employment opportunities to all applicants and employees without regard to race, color, religion, creed, gender, gender identity or expression, age, national origin or ancestry, citizenship, disability, sexual orientation, marital status, pregnancy, veteran status, membership in the uniformed services, genetic information, or any other basis protected by applicable law. NBCUniversal will consider for employment qualified applicants with criminal histories in a manner consistent with relevant legal requirements, including the City of Los Angeles Fair Chance Initiative For Hiring Ordinance, where applicable."
News Reporter,Columbus Telegram,"Columbus, NE",2018-11-07 17:37:46,https://www.indeed.com/viewjob?jk=b64347ffdd255099,NaN,indeed,"The Columbus Telegram is seeking a full-time, multi-skilled journalist to cover a variety of news in a growing community of 22,000 residents.

We’re looking for someone with a passion for journalism and community news who is ready to showcase the Columbus area through their writing and photography. Social media skills are also a plus for this position.

This is an excellent opportunity for a journalist looking to make the move to a daily newspaper or a recent college graduate who needs to get their foot in the door.

The position is ideal for someone ready to meet new people and share their stories through feature pieces while covering events that are important to our readers.

A journalism degree is preferred, but not required. Spanish-language skills would be considered a major plus.

The Telegram is a morning newspaper printed Tuesdays through Saturdays with a focus on Columbus and Platte County. Its regional newsroom also produces content for two weekly publications in nearby counties, the Schuyler Sun and The David City Banner-Press. Both newspapers are divisions of Lee Enterprises.

The hourly reporter position includes a comprehensive benefits program with medical/dental/vision and life insurance options; vacation, sick, personal and holiday pay; and 401K retirement.

To learn more about our company or apply go to

www.columbustelegram.com/workhere

. Please include a cover letter, resume and three to four work samples.

We are a drug-free workplace and all applicants considered for employment must pass a post-offer drug screen and background/mvr check prior to commencing employment. EOE"
Anchor/ Multi-Skilled Journalist,TEGNA,"Grand Rapids, MI",2018-11-07 17:37:12,https://www.indeed.com/viewjob?jk=906639dd574f5726,NaN,indeed,"JOB DESCRIPTION
WZZM in Grand Rapids is currently seeking a News Anchor/Multi-Skilled Journalist who knows the art of storytelling and will excel in this digital age of journalism, and co-host a lifestyle show. We want journalists who can create unique and shareable stories for all platforms through memorable writing, photography and editing. They need to be able to shoot, write, edit, and produce with the mindset that we are a ‘digital-first’ newsroom.
In this role, you will:
Develop story ideas, write, shoot and edit news stories for on-air broadcasting.
Write in an exciting, captivating and authentic manner.
Use the latest editing and photography tools to tell great stories.
Develop original content through social listening and independent sources.
Co-host a daily lifestyle show
Deliver on-air news events in an engaging, exciting, and accurate manner.
Interview news subjects and research for facts and credibility.
Develop news sources for general assignment and special areas of interest.
Produce news stories that are unique and captivating.
Operate news gathering vehicle to and from various locations.
Write and post daily on all digital platforms including social media.
Enterprise news stories.
Shoot, write and edit packaged reports.
Write for the web, including attaching images and streaming video.
Use creative production techniques such as graphics and new forms of media (viewer pictures, webcam interviews, etc.) to enhance stories.
Transmit and present exciting live reports with current technology.
Perform other tasks as required by supervisor or executive producer.
JOB REQUIREMENTS
Here’s what you need:
BA/BS in journalism, communications or related field
At least 2 years of experience preferred
Experience in anchoring, photojournalism, editing, and content management systems
A portfolio with examples of strong breaking news reporting, and storytelling
Ability to generate creative, engaging, content-driven live shots
Strong social media skills, including an active news hound presence on Twitter and Facebook
Knowledge of ENPS, Edius and Axis graphics a plus
Organizational skills and the ability to work under constant time pressure deadlines
Ability to calmly handle live, breaking news situations and changing events

About TEGNA:
TEGNA Inc. (NYSE: TGNA) is an innovative media company that serves the greater good of our communities. With 46 stations in 38 markets, TEGNA delivers relevant content and information to consumers across platforms. It is the largest owner of top 4 affiliates in the top 25 markets, reaching approximately one-third of all television households nationwide. Each month, TEGNA reaches 50 million adults on-air and 32 million across its digital platforms. TEGNA has been consistently honored with the industry’s top awards, including Edward R. Murrow, George Polk, Alfred I. DuPont and Emmy Awards. TEGNA delivers results for advertisers through unparalleled and innovative solutions including OTT local advertising network Premion, centralized marketing resource Hatch, and G/O Digital, a one-stop shop for local businesses to connect with consumers through digital marketing. Across platforms, TEGNA tells empowering stories, conducts impactful investigations and delivers innovative marketing solutions. For more information, visit www.TEGNA.com.

TEGNA Inc. is a proud equal opportunity employer. We are a drug free, EEO employer committed to a diverse workforce. We encourage and consider all qualified candidates regardless of race, color, religion, national origin, sex, age, marital status, personal appearance, sexual orientation, gender identity, family responsibilities, disability, enrollment in college or vocational school, political affiliation, veteran status or genetic information."
Multiskilled Journalist,TEGNA,"St. Louis, MO",2018-11-07 17:37:04,https://www.indeed.com/viewjob?jk=f8fe90273588faf2,NaN,indeed,"Desired: Social ListeningBilingualJOB DESCRIPTION
The Multi-Skilled Journalist will embrace KSDK’s standard of news reporting, storytelling, and investigative excellence while boldly advancing the 5 OYS brand across multiple platforms.
Multi-Skilled Journalists create unique and shareable stories for all platforms through memorable writing, photography, and editing. MSJs are great storytellers who excel in the digital age of journalism.
Responsibilities:
Develop story ideas, write, shoot and edit news stories for television, mobile and social platforms
Write in an exciting, captivating and authentic manner
Use the latest editing and photography tools to tell great stories
Develop original content through social listening and independent sources
Deliver on-air news events in an engaging, exciting, and accurate manner
Interview news subjects and research for facts and credibility
Develop news sources for general assignment and special areas of interest
Produce news stories that are unique and captivating
Operate newsgathering vehicle to and from various locations
Write and post daily on all digital platforms including social media
Enterprise news stories
Shoot, write and edit packaged reports
Write for the web, including attaching images and streaming video
Use creative production techniques such as graphics and new forms of media (viewer pictures, webcam interviews, etc.) to enhance stories
Transmit and present exciting live reports with current technology
Perform other tasks as required by News Content Manager
JOB REQUIREMENTS
Requirements:
BA/BS in journalism, communications or related field
2-5 years of experience preferred
Bilingual, (English & Spanish) speaking desirable
Experience with photojournalism, editing, and content management systems
Strong understanding of the tenets of professional journalism
A portfolio with examples of strong breaking news reporting
Ability to generate creative, engaging, content-driven live shots
Strong social media skills, including an active news hound presence on Twitter and Facebook
Knowledge of ENPS, Edius and Axis graphics a plus
Organizational skills and the ability to work under constant time sensitive deadlines
Ability to calmly handle live, breaking news situations and changing events

About TEGNA
TEGNA Inc. (NYSE: TGNA) is an innovative media company that serves the greater good of our communities. With 47 television stations and two radio stations in 39 markets, TEGNA delivers relevant content and information to consumers across platforms. It is the largest owner of top 4 affiliates in the top 25 markets, reaching approximately one-third of all television households nationwide. Each month, TEGNA reaches 50 million adults on-air and approximately 35 million across its digital platforms. TEGNA has been consistently honored with the industry’s top awards, including Edward R. Murrow, George Polk, Alfred I. DuPont and Emmy Awards. TEGNA delivers results for advertisers through unparalleled and innovative solutions including OTT local advertising network Premion, centralized marketing resource Hatch, and G/O Digital, a one-stop shop for local businesses to connect with consumers through digital marketing. Across platforms, TEGNA tells empowering stories, conducts impactful investigations and delivers innovative marketing solutions. For more information, visit www.TEGNA.com.
TEGNA Inc. is a proud equal opportunity employer. We are a drug-free, EEO employer committed to a diverse workforce. We encourage and consider all qualified candidates regardless of race, color, religion, national origin, sex, age, marital status, personal appearance, sexual orientation, gender identity, family responsibilities, disability, enrollment in college or vocational school, political affiliation, veteran status or genetic information."
Editor,Colorado Public Radio,"Denver Metro, Colorado",2018-11-07 17:36:57,https://careers.journalists.org/jobs/11668329/editor,NaN,careers,"
 CPR News is looking for an insightful, energized and experienced manager to join its News leadership team as a Topics Editor. The Topics Editor generates radio features and newscast spots, and innovative digital storytelling from our experienced reporters in Health, Education, Environment and Business beats. The ideal candidate will have experience generating engaging content across multiple platforms and be able to inspire the team’s reporters to even greater storytelling. Essential responsibilities:  Evaluates features and daily news spots after they air/publish, and works with reporters to improve their reporting techniques and storytelling as appropriate. Ensures reporters are focusing on significant topics that support the overall direction of CPR News and meet our standards for journalistic excellence. Sets and manages deadlines for this content, taking into account digital needs, and communicating fully with the newsroom.  Coordinates with CPR News’ interview program, Colorado Matters, to arrange reporter contributions to the show. Prepares and shares beat area monthly coverage storytelling plans with editorial team, and suggests daily news items in daily editorial meetings. Coaches reporters on creative ways to tell stories on radio and digital; sets goals with staff and makes sure professional development needs are met.  As part of the News leadership team, contributes to strategy and direction of CPR News.  Non-standard working hours guaranteed. On call as needed and accountable for establishing backup on-call staff when unavailable. View the full job description.  

Knowledge & competencies:  Minimum of five years of strong journalism experience with features editing, breaking news, meeting deadlines, and management experience strongly desired. Impeccable news judgment and outstanding writing and editing skills.  Demonstrable track record of managing beat coverage with focus on enterprise as well as breaking exclusive stories. Must be able to thrive in an environment that requires juggling multiple tasks and deadlines and have strong organizational skills.  To apply, submit a cover letter that includes where you learned of the job opening, resume, three professional references, and salary expectations to hr@cpr.org with ""Topics Editor"" in the subject line. Please also include links to samples of your work or projects you have led. Incomplete applications will not be considered. No phone calls or drop ins please. Competitive salary and benefits. Colorado Public Radio is an equal opportunity employer and encourages workplace diversity. 

"
